sampling,invalid_value,missing_value,floating_point,distribution_shape,multicollinearity,normalization,outlier,punctuation,stopword,lowercase,whitespace,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Age,ot_Age,corr_Workclass,ot_Workclass,corr_fnlwgt,ot_fnlwgt,corr_Education,ot_Education,corr_Education_Num,ot_Education_Num,corr_Martial_Status,ot_Martial_Status,corr_Occupation,ot_Occupation,corr_Relationship,ot_Relationship,corr_Race,ot_Race,corr_Sex,ot_Sex,corr_Capital_Gain,ot_Capital_Gain,corr_Capital_Loss,ot_Capital_Loss,corr_Hours_per_week,ot_Hours_per_week,corr_Country,ot_Country,utility_sp
1,2,8,2,2,1,4,2,1,2,2,1,1,0.261654689515386,0.261654689515386,0.21691,2.47132,0.04448995700141694,3.176050753370341,20543.95,0.56,299.64,0.28,28569.72,0.37,1227.23,0.25,5151.15,0.25,2250.3,0.18,1193.21,0.4,2307.92,0.3,98.29,0.1,556.84,0.29,1539.79,0.05,1300.55,0.07,1297.24,0.2,117.44,0.06,0.19634794283969026
2,1,4,4,2,1,2,8,2,2,2,2,1,0.26863226863226863,0.2639230139230139,0.18909,1.88855,0.04280932639237047,3.276207839562443,213.75,0.41,204.27,0.31,213.75,0.41,543.47,0.28,209.75,0.28,636.33,0.17,544.7,0.41,994.94,0.35,47.79,0.14,210.85,0.35,277.99,0.08,226.23,0.14,226.23,0.26,64.49,0.09,0.17128907598927723
3,3,5,1,3,2,1,7,2,1,1,2,1,0.23856309487258212,0.23856309487258212,0.17481,1.88333,0.03961722213865665,3.3096085409252667,72.22,0.0,326.27,0.0,538.57,0.0,314.75,0.0,547.45,0.0,29.56,0.0,93.11,0.0,59.2,0.0,12057.95,0.32,42416.32,0.29,121.42,0.09,260.39,0.24,0.09672355667930889,,,,
1,3,2,4,1,2,3,1,2,2,1,2,1,0.1932313739942264,0.19255573981942142,0.18716,2.00571,0.04155447945074113,3.2154979186679475,445.99,0.31,1670.2,0.29,2674.38,0.21,1566.51,0.41,2741.45,0.34,134.31,0.14,564.77,0.33,143.24,0.1,1454.45,0.3,644.67,0.29,269.17,0.08,1715.99,0.26,-0.04022098169617677,,,,
4,3,4,1,3,2,3,6,2,1,1,2,1,0.24211400110680686,0.24285187234827524,0.19787,0.97946,0.04946753446005742,3.8590951932139492,382.8,0.3,1280.71,0.28,1401.49,0.21,1144.13,0.52,2403.7,0.71,116.87,0.15,616.22,1.0,103.18,0.09,394.6,0.3,722.6,0.28,400.71,0.08,1480.72,0.25,0.09744882643261568,,,,
3,3,6,4,4,2,4,3,2,2,1,2,1,0.20417562173779552,0.20417562173779552,0.16403,1.74841,0.0380101787053741,3.848314606741573,0.0,1.0,63.02,0.39,193.85,0.21,88.47,0.51,188.77,0.35,0.0,1.0,31.83,0.36,0.0,1.0,113.87,0.48,1833.88,0.15,223.99,1.0,223.95,0.13,0.0,,,,
3,3,9,2,2,1,5,6,2,1,1,2,1,0.2511513662879951,0.24992324224746698,0.18801,1.84795,0.042852876514943086,3.2055267702936097,579.8,0.43,61.67,0.31,579.8,0.45,309.06,0.29,964.94,0.29,548.59,0.21,307.17,0.4,552.39,0.36,22.26,0.15,107.16,0.35,210.66,0.09,75.09,0.14,75.09,0.25,53.56,0.08,0.1737323265970834
3,4,8,4,3,1,4,6,2,1,2,2,1,0.2422474669941664,0.24286152901443045,0.18956,1.83619,0.043290434342983804,3.165170556552962,4039.49,0.62,61.85,0.31,470.32,0.41,289.49,0.29,4306.71,0.29,521.33,0.21,289.41,0.4,531.07,0.35,19.62,0.15,103.27,0.35,277.82,0.09,89.66,0.14,83.76,0.25,59.29,0.08,0.1384592344681419
2,2,2,4,2,1,3,3,2,2,2,2,1,0.25552825552825553,0.25184275184275184,0.15049,1.71124,0.035058252317974936,3.9609929078014185,357.67,0.5,0.0,1.0,698.89,0.43,90.58,0.42,16.71,0.16,289.65,0.23,118.91,0.53,280.73,0.35,0.0,1.0,44.9,0.37,352.94,1.0,352.94,1.0,132.77,0.14,0.0,1.0,0.10419026047565119
1,4,3,4,2,2,3,4,1,2,1,2,1,0.2321110496898225,0.22940851299060255,0.1911,1.95421,0.042795627984135574,3.2373029772329245,366.58,0.31,1220.24,0.29,2016.31,0.21,1145.64,0.4,2080.59,0.34,100.94,0.15,437.88,0.34,113.57,0.1,920.12,0.53,373.3,0.41,335.11,0.29,1705.71,0.07,2596.24,0.04,1609.33,0.25,0.1303527514867721
2,4,3,2,1,2,1,3,2,2,2,2,1,0.1595004095004095,0.1595004095004095,0.15121,1.77952,0.03484152276139765,4.155038759689923,90.22,0.0,258.76,0.0,501.9,0.0,241.14,0.0,512.93,0.0,15.21,0.0,88.63,0.0,38.42,0.0,22117.44,0.46,22117.44,0.53,55624.92,0.25,639.95,1.0,639.95,1.0,639.95,0.25,0.12109247250073783
4,4,6,2,1,1,4,3,2,1,1,1,1,0.2276332779929902,0.22744881018262314,0.17661,0.9174,0.044085113103376664,4.449820788530466,858.01,0.44,0.0,1.0,656.44,0.47,234.8,0.43,4061.0,0.15,731.72,0.26,273.57,0.5,746.45,0.68,0.0,1.0,156.8,1.0,683.17,1.0,683.17,1.0,683.17,0.27,0.0,1.0,0.10898844268795257
1,4,4,2,3,1,5,6,1,1,1,1,1,0.20207603955530987,0.20060192862846263,0.19436,1.91196,0.04382708836415932,3.146250715512307,2951.64,0.45,514.44,0.3,77.94,0.35,1852.51,0.29,21617.34,0.29,1910.23,0.17,1786.78,0.41,3059.42,0.34,182.99,0.15,673.18,0.34,2013.08,0.08,2724.12,0.04,500.81,0.26,161.7,0.09,0.1840341953670793
3,4,5,1,1,1,2,5,1,1,2,1,1,0.20233343567700338,0.22935216456862142,0.18233,1.86908,0.04141715322260641,3.2375690607734806,119.87,0.55,68.74,0.31,104.41,0.28,300.96,0.3,102.56,0.3,491.75,0.21,290.9,0.53,505.58,0.35,20.21,0.16,95.32,0.35,118.95,0.08,108.91,0.14,95.03,0.14,62.33,0.09,0.1572153671857714
2,1,1,2,2,2,5,4,1,1,2,1,1,0.2561563848692562,0.2553947702462554,0.18876,1.97068,0.04216744977337058,3.141605839416058,130.8,0.3,341.62,0.28,579.88,0.21,335.09,0.39,591.47,0.34,27.9,0.14,122.22,0.34,50.89,0.09,666.98,0.41,1268.99,0.28,237.54,0.09,78.16,0.3,0.16342033372094963,,,,
4,4,4,1,1,2,3,3,2,2,1,1,1,0.18197749492713522,0.18022505072864786,0.17216,0.92619,0.042988833475011985,4.53460972017673,0.0,1.0,302.89,0.43,516.75,0.21,350.08,0.5,906.96,0.67,0.0,1.0,186.67,1.0,0.0,1.0,117.99,0.47,773.82,0.45,11.45,0.16,828.52,1.0,828.52,1.0,683.94,0.25,0.12291484479884451
4,1,8,3,1,1,4,7,1,2,2,2,1,0.2318760376314333,0.2314148681055156,0.18223,0.96133,0.04554508000739294,3.983275261324042,183.39,0.32,248.55,0.31,183.39,0.3,938.98,0.29,7220.57,0.29,1575.84,0.27,830.34,0.51,1620.15,0.71,106.67,0.18,368.82,1.0,1615.2,0.07,189.22,0.14,189.22,0.26,84.81,0.09,0.19065264495591674
3,1,6,3,1,1,5,8,1,2,2,2,1,0.20202640466687136,0.2026404666871354,0.16831,1.74272,0.039007782451814715,3.548262548262548,134.9,0.3,69.07,0.31,134.9,0.25,304.83,0.3,1663.85,0.3,529.19,0.21,281.56,0.41,543.54,0.38,24.66,0.15,89.16,0.36,626.76,0.08,125.98,0.13,125.98,0.24,53.61,0.09,0.16238297316402306
3,4,5,3,4,2,5,2,2,2,2,1,1,0.21768498618360455,0.2130795210316242,0.1981,2.4859,0.04054659305455104,2.9363295880149813,51.93,0.28,217.38,0.24,460.12,0.18,234.19,0.38,459.33,0.32,10.49,0.09,88.01,0.29,57.65,0.05,153.78,0.5,320.42,0.23,2250.93,0.24,502.54,0.07,222.89,0.23,0.1675201931193488,,
2,1,9,4,2,1,4,6,2,1,2,1,1,0.25900900900900903,0.2581900081900082,0.17664,1.7605,0.04081965602330008,3.374167776298269,9488.36,0.4,176.11,0.3,9488.36,0.42,361.72,0.29,1826.23,0.29,695.1,0.22,346.08,0.4,698.17,0.35,30.25,0.15,133.27,0.36,269.67,0.08,68.52,0.15,68.52,0.27,47.7,0.09,0.1439381480515834
3,4,5,1,5,2,5,5,2,2,1,1,1,0.2539146453791833,0.2539146453791833,0.19135,1.88067,0.043385541792232134,3.1549053356282273,65.76,0.31,317.82,0.29,537.19,0.22,297.26,0.41,537.34,0.36,20.91,0.15,108.57,0.35,51.87,0.09,764.91,0.54,937.49,0.29,221.79,0.09,502.65,0.24,0.17679270198563174,,,,
1,4,3,2,4,1,1,3,1,1,2,2,1,0.18021006080707574,0.18021006080707574,0.17081,1.84455,0.038942769336275766,3.9390175042348954,227380.64,0.52,238.63,0.0,227380.64,0.5,916.7,0.0,293591.91,0.24,1761.85,0.0,868.68,0.0,1813.9,0.0,83.99,0.0,359.23,0.0,2220.35,1.0,2220.35,1.0,2173.25,0.23,88.17,0.0,0.12879195477427272
3,1,7,2,2,2,1,4,1,1,2,1,1,0.2600552655818238,0.2600552655818238,0.20639,2.03602,0.0456145225525609,3.2650602409638556,44.38,0.0,224.84,0.0,400.99,0.0,232.08,0.0,403.06,0.0,17.91,0.0,91.64,0.0,56.7,0.0,8964.13,0.37,15793.96,0.28,222.67,0.08,18.29,0.25,0.17724317614638863,,,,
1,2,9,3,4,2,1,5,1,2,2,1,1,0.21042933480744427,0.21042933480744427,0.18934,1.99081,0.042144264194006575,3.136125654450262,382.13,0.0,1398.68,0.0,2294.92,0.0,1383.51,0.0,2350.16,0.0,147.84,0.0,480.36,0.0,148.47,0.0,217156.4,0.57,3245.6,0.32,246378.29,0.29,849.67,0.09,1689.11,0.26,0.10417269979631713,,
1,4,5,2,1,1,1,2,1,1,2,2,1,0.21300902892942694,0.21300902892942694,0.21086,2.37348,0.043980005426259884,3.1562746645619573,58412.4,0.42,305.03,0.0,643.49,0.22,1256.21,0.0,181209.77,0.25,2219.61,0.0,1219.87,0.0,2281.45,0.0,102.23,0.0,533.34,0.0,525.91,0.07,526.31,0.05,374.59,0.12,101.89,0.0,0.13932840033854904
4,1,3,2,3,1,2,8,1,2,1,2,1,0.25604132078952224,0.26295886367828814,0.18581,0.97199,0.046448118441368716,3.7741745283018866,232.33,0.33,243.22,0.3,232.33,0.34,1000.36,0.28,276.84,0.28,1813.82,0.26,892.94,0.51,1856.36,0.71,123.82,0.16,420.84,1.0,314.2,0.08,223.65,0.15,223.65,0.3,87.56,0.09,0.17331915709518358
3,4,5,4,2,1,1,2,2,1,1,1,1,0.2447037150752226,0.2447037150752226,0.2142,2.51505,0.04362246965900433,3.05009633911368,58942.74,0.56,53.38,0.0,9997.67,0.39,237.0,0.0,21253.29,0.25,447.94,0.0,241.25,0.0,455.6,0.0,14.44,0.0,104.43,0.0,377.94,0.06,266.18,0.06,221.91,0.18,59.73,0.0,0.21730013164448875
2,3,1,1,4,1,3,6,2,1,2,1,1,0.2102056359482102,0.21045950748921047,0.17609,1.94127,0.03952351780870091,3.3522595596755504,365.56,0.34,158.63,0.3,365.56,0.31,426.16,0.28,241.22,0.28,784.42,0.21,399.5,0.4,794.58,0.35,36.19,0.13,146.67,0.34,216.67,0.08,472.08,0.13,493.14,0.21,53.36,0.09,0.09880521833676967
1,1,5,3,4,1,2,2,1,1,2,2,1,0.21178060315705424,0.21282476506357104,0.20264,2.39742,0.04209242724435399,3.1318163985876812,4990.51,0.21,314.14,0.29,4990.51,0.23,1242.89,0.26,411.15,0.26,2126.27,0.19,1219.04,0.4,2181.57,0.3,97.91,0.11,488.54,0.29,865.58,0.07,3832.31,0.06,3832.32,0.19,102.75,0.07,0.21264089030869127
4,1,1,1,5,2,2,8,2,1,1,1,1,0.2465174697419502,0.24674583238182232,0.18938,0.97189,0.04734148408707869,3.8102857142857145,263.8,0.31,1034.42,0.28,1866.72,0.26,933.39,0.51,1921.33,0.71,120.25,0.16,457.12,1.0,90.91,0.09,282.26,0.41,288.64,0.28,335.63,0.07,283.72,0.25,0.18004524708305025,,,,
4,1,2,3,2,1,5,8,2,2,2,2,1,0.2726434237225604,0.27411916620549714,0.18781,0.96911,0.046945921353317766,3.852411388727484,2622.85,0.44,260.77,0.3,2622.85,0.4,990.28,0.28,4885.24,0.28,1879.49,0.26,913.61,0.51,1931.58,0.71,111.84,0.16,448.82,1.0,656.25,0.07,138.03,0.14,138.02,0.26,82.68,0.09,0.16985131244008353
4,1,1,4,1,2,3,7,2,1,1,2,1,0.21226307376113268,0.21374743092030143,0.18661,0.9829,0.046653803686021185,3.9668275030156814,254.82,0.3,961.65,0.28,1814.8,0.25,860.04,0.52,1864.42,0.71,104.24,0.16,444.64,1.0,80.26,0.09,860.24,0.26,286.57,0.28,111.62,0.06,1021.25,0.25,-0.047677617273535144,,,,
4,4,9,4,5,2,2,5,2,1,2,2,1,0.2626821619627375,0.26277439586792106,0.18718,0.99313,0.046801317089946344,3.719107896323086,264.8,0.3,947.48,0.28,1719.52,0.26,863.04,0.51,1751.28,0.71,107.47,0.16,409.52,1.0,95.13,0.09,248.39,0.53,272.02,0.28,291.98,0.08,252.82,0.25,0.17707331035804177,,,,
1,4,8,3,1,1,5,1,1,2,1,2,1,0.21878263005957865,0.2185369449051041,0.18716,2.00571,0.04155447945074113,3.2154979186679475,768.92,0.57,445.99,0.31,881.21,0.28,1670.2,0.29,8476.43,0.29,2674.38,0.21,1566.51,0.41,2741.45,0.34,134.31,0.14,564.77,0.33,3559.69,0.08,1209.64,0.14,805.1,0.26,143.24,0.1,0.16748816865609967
3,1,3,2,2,2,2,5,2,1,2,1,1,0.2600552655818238,0.26220448265274793,0.17691,1.8263,0.040465576368440115,3.322878228782288,62.6,0.31,306.23,0.3,505.36,0.21,289.26,0.41,516.12,0.36,19.57,0.16,93.3,0.35,60.14,0.09,127.29,0.45,111.41,0.3,134.71,0.09,101.19,0.24,0.18404740316754123,,,,
1,2,6,1,4,2,2,5,1,2,1,2,1,0.21423745470179964,0.20907806645783428,0.19147,1.99429,0.04259220247879953,3.1371149511645378,363.15,0.3,1396.42,0.29,2281.16,0.21,1336.63,0.4,2343.96,0.33,134.02,0.15,488.91,0.33,129.53,0.1,515.58,0.51,579.43,0.3,525.48,0.29,515.22,0.08,488.56,0.22,0.17649618413136864,,
1,1,3,1,3,1,2,1,2,2,1,1,1,0.24685215895829493,0.24654505251520176,0.18716,2.00571,0.04155447945074113,3.2154979186679475,615.8,0.33,445.99,0.31,615.8,0.33,1670.2,0.29,618.92,0.29,2674.38,0.21,1566.51,0.41,2741.45,0.34,134.31,0.14,564.77,0.33,608.9,0.08,618.08,0.14,618.08,0.27,143.24,0.1,0.16738473373303914
4,3,8,1,2,1,3,2,1,2,2,2,1,0.27614831211953517,0.27946873270614275,0.20596,1.03959,0.05147905242024628,3.8958770090845563,664.72,0.43,195.87,0.28,664.72,0.39,746.95,0.23,99.92,0.23,1582.2,0.24,703.44,0.51,1641.33,0.71,75.12,0.12,455.7,1.0,1054.38,0.05,699.44,0.05,330.87,0.16,58.57,0.05,0.12509202996644897
4,4,9,1,2,2,5,7,2,1,1,1,1,0.2561335546947058,0.25604132078952224,0.1873,0.98375,0.04682779198865276,3.750871080139373,249.09,0.3,971.21,0.28,1802.67,0.27,886.8,0.51,1845.25,0.7,121.77,0.16,430.6,1.0,81.71,0.09,3169.54,0.6,4639.8,0.28,644.05,0.07,125.24,0.27,0.17491764422928652,,,,
2,1,9,1,2,2,5,4,1,2,2,2,1,0.25655200655200655,0.2618755118755119,0.18876,1.97068,0.04216744977337058,3.141605839416058,130.8,0.3,341.62,0.28,579.88,0.21,335.09,0.39,591.47,0.34,27.9,0.14,122.22,0.34,50.89,0.09,657.93,0.45,1271.17,0.28,237.54,0.09,78.18,0.32,0.16501438260511542,,,,
3,2,4,3,5,1,4,4,1,1,1,1,1,0.20202640466687136,0.20294749769726741,0.19096,1.91809,0.04303258324024625,3.180385288966725,3710.85,0.48,63.07,0.3,6456.91,0.41,299.65,0.29,931.8,0.29,339.52,0.17,288.49,0.41,525.61,0.35,14.23,0.15,106.69,0.34,12027.41,0.09,15436.23,0.04,5823.77,0.24,50.97,0.09,0.17557318523158819
1,2,8,3,2,2,3,6,1,1,1,2,1,0.26300595786499603,0.26300595786499603,0.18823,1.94588,0.04221014275552706,3.251548520302822,467.01,0.31,1537.32,0.29,2556.23,0.21,1477.94,0.41,2613.52,0.34,139.13,0.15,544.62,0.34,136.68,0.1,921.11,0.51,414.78,0.29,1868.59,0.08,1924.16,0.25,0.11758022865651369,,,,
3,1,9,4,3,2,1,5,2,1,1,2,1,0.23457169174086584,0.23457169174086584,0.16577,1.96685,0.037057467914607754,3.2200392927308448,59.18,0.0,287.18,0.0,471.55,0.0,292.68,0.0,488.78,0.0,21.59,0.0,72.03,0.0,61.02,0.0,10626.11,0.32,36239.93,0.3,101.97,0.09,265.42,0.26,0.09460937984977343,,,,
3,3,6,1,1,2,5,1,2,2,1,2,1,0.1961928154743629,0.19926312557568315,0.18436,2.0,0.04098464661844943,3.198083067092652,78.0,0.32,336.01,0.29,567.79,0.21,327.08,0.41,574.58,0.35,22.99,0.15,108.37,0.33,63.06,0.1,190.8,0.28,1630.15,0.29,714.15,0.09,164.64,0.2,0.19121004566210045,,,,
4,4,2,2,5,1,5,4,2,1,2,2,1,0.2533665375391994,0.25225973067699686,0.19625,0.99208,0.04906878602914956,3.7300751879699248,1303.25,0.44,210.55,0.3,1912.16,0.41,689.14,0.27,3419.8,0.27,1389.23,0.25,654.93,0.51,1429.41,0.71,80.18,0.16,362.13,1.0,472.9,0.08,117.94,0.14,2096.0,0.27,64.18,0.09,0.1795930347379739
3,2,1,4,2,1,4,2,2,1,2,1,1,0.21266540642722118,0.21455576559546313,0.1802,2.18832,0.03881543946077511,3.5510752688172045,2807.11,0.52,32.67,0.28,2807.11,0.56,145.43,0.23,957.59,0.23,341.28,0.19,142.53,0.4,344.8,0.35,13.83,0.11,67.98,0.31,203.77,0.06,476.48,1.0,476.48,0.13,42.13,0.05,0.13720742534301855
4,1,8,2,1,1,1,3,2,2,2,2,1,0.22532743036340158,0.22532743036340158,0.16925,0.92543,0.042256431432546204,4.917727717923604,44886.15,0.44,142.2,0.0,44886.15,0.41,575.82,0.0,127831.98,0.25,1276.96,0.0,555.35,0.0,1329.46,0.0,66.91,0.0,306.46,0.0,1228.41,1.0,1228.41,1.0,1228.41,0.23,67.98,0.0,0.07746880415488099
2,3,1,2,4,1,2,2,2,2,2,2,1,0.2102056359482102,0.2102056359482102,0.19286,2.23179,0.0412234966979493,3.1515151515151514,1159.92,0.25,123.0,0.29,1159.92,0.21,334.31,0.25,117.89,0.25,636.82,0.19,326.37,0.39,653.99,0.32,20.52,0.1,135.91,0.31,290.76,0.08,1480.18,0.05,1480.18,0.13,37.83,0.06,0.15005656108597284
1,1,4,1,2,1,4,3,1,2,1,1,1,0.24826484859652356,0.2481420060192863,0.16419,1.86626,0.03730473286317818,3.9718804920913886,19071.37,0.51,0.0,1.0,19071.37,0.42,432.4,0.43,4214.76,0.17,770.12,0.18,518.52,0.52,1213.57,0.33,0.0,1.0,214.63,0.35,1424.26,1.0,1424.26,1.0,1424.26,0.27,0.0,1.0,0.0993485342019544
2,1,9,2,4,1,3,2,1,1,2,1,1,0.21867321867321868,0.21519246519246518,0.1937,2.24511,0.04130893190874144,3.1297509829619923,71.51,0.21,122.78,0.29,71.51,0.24,341.56,0.25,186.86,0.25,638.85,0.19,326.47,0.39,657.6,0.32,21.48,0.1,136.29,0.31,191.04,0.08,134.51,0.05,153.54,0.14,40.54,0.06,0.08470034675308724
4,1,3,3,3,2,4,1,2,2,2,1,1,0.24405091311566132,0.24432761483121196,0.19078,0.99954,0.047699862489546975,3.8147333699835073,276.7,0.31,1046.41,0.28,1924.44,0.26,951.4,0.52,1984.55,0.71,105.9,0.16,483.1,1.0,95.26,0.09,2627.16,0.33,20106.97,0.28,949.12,0.08,192.22,0.26,0.14528047043019165,,,,
2,4,8,4,5,1,1,2,1,2,1,1,1,0.22645372645372647,0.22645372645372647,0.19166,2.29603,0.04051956295053721,3.218206157965194,109484.25,0.5,117.92,0.0,17216.49,0.35,297.21,0.0,35486.79,0.23,659.9,0.0,306.65,0.0,671.38,0.0,22.12,0.0,134.2,0.0,46656.7,0.06,40434.67,0.07,35378.86,0.19,32.81,0.0,0.1195513767501263
4,1,6,3,5,1,3,7,2,2,2,2,1,0.2624976941523704,0.2624976941523704,0.18885,0.98561,0.04721664591433094,3.8148564997186267,377.43,0.38,271.09,0.31,377.43,0.47,1034.06,0.28,182.36,0.28,1883.73,0.26,932.14,0.51,1937.03,0.71,113.74,0.16,462.44,1.0,689.7,0.07,1361.07,0.14,716.2,0.25,96.63,0.09,0.16086683278759617
4,3,3,3,2,2,3,8,2,2,2,2,1,0.2709832134292566,0.2792842648957757,0.1897,0.98605,0.047429099584783876,3.8490351872871735,265.25,0.31,1034.75,0.28,1875.89,0.26,926.87,0.52,1929.15,0.71,111.65,0.16,468.4,1.0,87.98,0.09,366.2,0.45,195.04,0.28,1042.66,0.08,1270.3,0.25,0.09181808796540145,,,,
1,4,3,3,3,1,5,8,2,1,1,1,1,0.2012775628032676,0.19888213254714085,0.18838,1.91916,0.04242847691927387,3.152773052058523,2520.41,0.54,408.1,0.3,58.07,0.36,1544.39,0.29,18381.57,0.29,2538.47,0.22,1466.97,0.4,2600.84,0.33,169.94,0.14,532.51,0.34,1725.7,0.07,2356.94,0.04,441.79,0.26,130.68,0.09,0.1761978773080424
4,2,1,3,5,2,3,2,2,1,2,1,1,0.23094328949229245,0.23037759864234195,0.19345,1.04076,0.04835096220801662,4.367172675521822,124.0,0.28,555.43,0.23,1258.29,0.24,539.7,0.52,1306.06,0.71,63.37,0.11,347.68,1.0,48.51,0.03,542.08,0.54,123.29,0.23,197.42,0.03,1295.12,1.0,850.22,0.14,0.1564896301464759,,
1,2,1,1,1,2,5,2,2,1,1,1,1,0.1862134088762984,0.18470254957507082,0.19727,2.54477,0.03995612871955855,3.2191235059760954,198.7,0.26,889.95,0.23,1784.83,0.16,899.2,0.4,1827.26,0.3,53.26,0.08,368.13,0.28,94.33,0.04,82.44,0.52,5821.63,0.23,2425.45,0.06,2345.32,0.14,0.17316575834584252,,,,
4,3,5,4,4,1,1,3,1,2,1,1,1,0.23639549898542705,0.23639549898542705,0.17052,0.92654,0.04257547134452854,4.847740667976424,150244.13,0.53,139.38,0.0,150244.12,0.42,558.34,0.0,222858.75,0.23,1277.86,0.0,542.33,0.0,1329.9,0.0,66.6,0.0,303.61,0.0,1227.79,1.0,1227.79,1.0,1196.05,0.14,65.09,0.0,0.12655338110272002
2,4,9,4,5,2,5,8,2,1,2,1,1,0.25,0.25,0.17664,1.90313,0.03989758200448434,3.315192743764172,166.43,0.31,428.87,0.28,770.4,0.21,422.29,0.4,782.55,0.35,40.71,0.13,149.63,0.34,50.08,0.08,1029.3,0.49,1829.7,0.28,359.61,0.08,666.95,0.25,0.15037947749045,,,,
1,1,6,1,1,1,3,4,2,2,2,1,1,0.2049014188317671,0.20723542779927523,0.18666,2.0003,0.0414828855628912,3.20042194092827,1053.9,0.3,386.14,0.31,1053.9,0.3,1243.55,0.29,495.7,0.29,2095.29,0.21,1189.68,0.41,2155.34,0.33,110.68,0.14,423.89,0.33,199.84,0.08,1305.23,0.14,1305.8,0.2,117.44,0.1,-0.03758674564742576
2,3,3,1,1,1,2,2,1,2,2,2,1,0.20372645372645373,0.2203112203112203,0.19381,2.16365,0.041909799358228444,3.184594953519256,1415.3,0.23,114.91,0.29,1415.3,0.21,321.78,0.25,146.72,0.25,640.98,0.19,329.32,0.4,659.05,0.32,20.9,0.1,139.62,0.32,482.37,0.08,2575.4,0.05,2575.4,0.05,36.64,0.06,0.13937979295371744
1,3,2,1,3,1,2,8,1,1,2,1,1,0.24685215895829493,0.24654505251520176,0.18918,1.89878,0.04275256805125185,3.1411149825783973,473.8,0.36,382.14,0.3,473.8,0.34,1535.62,0.3,530.64,0.3,2477.51,0.21,1445.67,0.41,2527.44,0.34,151.32,0.15,523.72,0.34,595.25,0.08,429.14,0.15,429.14,0.27,130.47,0.09,0.19098500869401758
4,1,4,1,1,1,4,2,2,2,1,2,1,0.2093709647666482,0.21186128020660394,0.19327,1.00903,0.048320848134112644,3.9222474460839956,1349.61,0.22,250.51,0.29,1349.61,0.18,990.25,0.26,8817.2,0.26,1138.18,0.19,904.94,0.51,1998.46,0.71,87.64,0.14,499.07,1.0,2071.45,0.07,1867.23,0.04,1867.23,0.11,90.89,0.07,0.20103141465830202
2,1,8,1,5,2,5,4,2,2,1,1,1,0.24836199836199835,0.2463144963144963,0.19083,1.97179,0.04262189610724992,3.1397379912663754,131.49,0.3,338.64,0.28,578.79,0.21,330.55,0.39,590.33,0.34,27.65,0.14,125.18,0.34,50.76,0.09,687.54,0.39,1260.27,0.28,240.69,0.09,79.78,0.15,0.16561093640201147,,,,
2,3,7,4,3,1,1,7,1,2,2,2,1,0.2502047502047502,0.2502047502047502,0.17643,1.89007,0.03993590458337656,3.343941248470012,17014.75,0.35,180.95,0.0,17014.75,0.33,393.96,0.0,65932.0,0.29,755.18,0.0,412.77,0.0,769.59,0.0,48.02,0.0,140.08,0.0,156.83,0.09,376.87,0.14,376.87,0.26,50.76,0.0,0.12535418716239066
1,1,7,2,5,1,2,8,2,1,2,1,1,0.25766230575517474,0.2570480928689884,0.18837,1.93689,0.04230255443795366,3.1963927855711423,526.91,0.38,393.42,0.31,526.91,0.39,1605.02,0.29,546.97,0.29,2602.66,0.21,1492.28,0.41,2670.6,0.34,156.0,0.15,550.47,0.34,643.35,0.08,558.66,0.15,554.76,0.27,135.38,0.09,0.17971661082635204
1,4,2,2,1,2,1,3,1,2,1,1,1,0.179657269209508,0.179657269209508,0.16733,1.84034,0.0381756804531708,4.127187864644108,220.38,0.0,860.62,0.0,1770.59,0.0,844.53,0.0,1820.54,0.0,82.33,0.0,356.46,0.0,97.28,0.0,73404.33,0.41,73404.33,0.45,180208.44,0.25,2129.05,1.0,2129.05,1.0,2129.05,0.26,0.13095164303866963
2,2,4,3,2,1,4,3,1,1,2,2,1,0.22645372645372647,0.2280917280917281,0.15643,1.68495,0.036583902101030574,4.038235294117647,4215.13,0.39,0.0,1.0,5848.91,0.48,111.03,0.16,1371.7,0.16,226.4,0.19,142.14,0.53,357.66,0.35,0.0,1.0,60.61,0.37,423.95,1.0,423.95,1.0,423.95,0.14,0.0,1.0,0.06511627906976744
3,1,5,2,4,1,3,4,2,2,2,1,1,0.21522873810254836,0.2121584280012281,0.18456,2.0,0.04103318620238679,3.2061855670103094,159.38,0.26,56.86,0.31,159.38,0.26,257.0,0.28,242.44,0.28,467.01,0.2,247.57,0.41,475.5,0.36,19.93,0.15,84.19,0.33,115.98,0.09,270.44,0.13,282.37,0.21,52.65,0.1,0.09338235294117647
4,4,5,3,5,2,2,6,1,1,1,2,1,0.2645268400664084,0.2640656705404907,0.19015,0.98344,0.04753886145071597,3.719582850521437,260.86,0.3,992.99,0.28,1821.35,0.26,901.02,0.51,1861.61,0.71,118.22,0.16,439.76,1.0,90.94,0.09,248.54,0.54,268.53,0.28,309.9,0.07,266.93,0.26,0.18489842130293674,,,,
4,4,9,3,4,1,2,2,2,2,2,1,1,0.24405091311566132,0.2430363401586423,0.19432,1.03604,0.04857150076115032,4.058483754512635,661.43,0.54,182.92,0.27,990.28,0.26,774.53,0.24,185.51,0.24,1539.6,0.24,684.49,0.51,1592.91,0.71,78.1,0.12,415.63,1.0,547.73,0.06,3639.2,0.04,3574.19,0.17,77.8,0.06,0.16733507701249636
